text,label
7、ebitda全部债务比=ebitda/全部债务；,0
第三节风险因素,2
四、控股股东和实际控制人基本情况,5
（一）外部环境较好，为公司发展提供了良好基础,0
5、构建“六大业务板块”,0
九、发行人主营业务情况,14
3、合营企业及联营企业,0
2、公司未决诉讼或仲裁事项,20
五、资信评级机构声明,0
第二节风险因素,2
（六）发行人未来发展战略,17
（三）具体偿债计划,0
六、发行人法人治理结构及相关机构最近三年内的运行情况,9
（三）发行人所在行业状况,15
（四）累计对外担保余额,0
1、抵押资产情况,0
第三节风险因素,2
五、本期债券发行结束后，投资者可按照国家有关法规进行债券的转让和质押。,0
三、本次债券的偿债保障措施,3
（一）设立募集资金专户和专项偿债账户,0
3、高速公路业务,0
（二）发行人董事、监事、高级管理人员简历,13
（三）重大未决诉讼（仲裁）情况,0
九、发行人的竞争优势及发展战略,17
（一）会计政策变更,18
（一）报告期内会计政策变更情况,18
2、投资活动产生的现金流量分析,0
11、本公司必须服从上级主管部门和政府职能部门的监督管理。,0
（一）土地开发整理业务,0
五、未来业务目标及未来经营的可持续性,17
第二节风险因素,2
1、发行人在行业中的地位,0
1、发行人营业收入情况,0
三、发行人控股股东和实际控制人情况,5
第五节同业竞争与关联交易,16
（一）发行人行业地位分析,0
（三）发行人控股股东和实际控制人股权受限情况,5
五、公司主营业务情况,14
三、本次募集资金运用对财务状况的影响,0
（四）受托管理事务报告,0
二、最近三年及一期财务会计资料,0
（二）发行人有息债务担保方式情况,0
七、本公司董事、监事和高级管理人员基本情况,12
第五节同业竞争与关联交易,16
1、采购商品或接受劳务,0
（七）经营方针及战略,17
（二）会计政策变更,18
十一、发行人独立情况,6
三、控股股东和实际控制人基本情况,5
第二节发行概况,0
（二）经营风险,0
一、发行人主营业务情况,14
（三）发行人主要内控制度,11
（四）发行人独立经营情况,6
2、历史沿革,4
1、我国城市基础设施建设行业发展现状和前景,0
2、主要产品和服务,0
（一）董事、监事和高级管理人员任职情况,0
4、其他关联方,0
二、发行人设立及变更情况,4
二、最近三年及一期合并财务报表范围及变化情况,0
五、有息负债分析,19
四、公司治理和组织结构,9
（六）违约责任,0
第五节同业竞争与关联交易,16
十一、发行首日：本期债券发行期限的第1日，即2017年8月24日。,0
第十三条偿债保证措施,3
（二）本期债券上市安排,0
（二）关于本次募集资金规模与发行人盈利能力的匹配性，以及关于本次公司债偿债资金来源的说明,0
1、预算管理制度,0
七、参与本期债券发行的中介机构均具备从事企业债券发行相关业务的主体资格。,0
1、项目建设必要性,0
3、2019年,0
九、公司关联交易情况,16
第十二条募集资金用途,0
（一）会计政策变更,18
（二）受托管理协议签订情况,0
十一、未来发展战略,17
9、资产抵押的风险,0
4、2013年发行人向激励对象授出预留限制性股票,0
五、最近一个会计年度末有息债务情况,19
第二节风险因素,2
四、偿债保障措施,3
四、本次发行有关机构,0
13、债券受托管理人书面提议召开债券持有人会议；,0
二、历史沿革,4
2、公司未决诉讼或仲裁事项,20
（三）发行人的经营方针及战略,17
（二）发行人所处行业状况,15
九、发行人主营业务情况,14
7、中国证监会核准本次发行的文件。,0
（二）关联交易政策,16
7、发行人债券持仓规模较大，因债券违约导致减值或损失的风险,0
（一）发行人的组织结构,10
六、最近一期末发行人有息债务结构,19
八、发行人的独立性情况,6
3、调减或停发董事和高级管理人员的工资和奖金；,0
8、行政管理部,0
（二）发行人在行业中的地位和竞争优势,0
二、债券持有人会议规则主要内容,0
（二）债券受托管理人与发行人是否有利害关系,0
（一）债券名称：2017年平阳县国资发展有限公司城市停车场建设专项债券（简称“17平阳停车债”）。,0
十、发行人治理结构及相关机构最近三年运行情况,9
（二）发行人主营业务情况,14
四、公司控股股东和实际控制人的基本情况及上市以来的变化情况,5
第十四条风险与对策,2
（一）发行人的组织结构,10
九、公司所处行业状况及竞争情况,15
4、担保期限,0
2、国泰君安证券股份有限公司,0
四、公司组织结构及权益投资情况,7
（二）提升公司短期偿债能力,0
2、发行人的子公司及参股公司,7
（二）关注,0
六、发行人关联交易情况,16
（二）公司权益投资情况,8
第十三条偿债保障措施,3
1、发行人的行业地位,0
第九条发行人业务情况,14
（十五）起息日：本期债券的起息日为2020年7月13日。,0
第一节发行概况,0
（二）流动性风险,0
1、关联交易的决策权限,0
六、发行人组织架构和公司治理,9
二、跟踪评级安排,0
（二）本公司合并报表范围变化情况,0
第二节风险因素,2
3、铜行业分析,0
六、有息负债分析,19
（一）董事、监事及高级管理人员基本情况,12
八、发行人经营范围及主营业务情况,14
十、发展战略目标,17
十三、发行人内部管理制度的建立及运行情况,11
十、发行人风险控制和内部控制,11
三、发行人历史沿革,4
24、税务提示：根据国家有关税收法律、法规的规定，投资者投资本次债券所应缴纳的税款由投资者承担。,0
二、最近三年合并报表范围的变化,0
2、公路建设及收费,0
四、公司治理和组织结构,9
一、发行人主营业务情况,14
（一）董事、监事、高级管理人员基本情况,12
（三）高级管理人员简历,13
（三）发行人经营管理的各业务板块情况,0
一、本次发行公司债券募集资金数额,0
3）专项应付款,0
四、投资提示,0
（二）发行人控股股东及实际控制人情况,5
九、发行人及实际控制人、董事、监事、高级管理人员违法违规情况,0
一、债券受托管理人的聘任,0
3、资产负债率＝（负债合计/资产总计）×100%,0
1、在本次债券存续期内，出现下列情形之一的，应当召开债券持有人会议，履行变更受托管理人的程序：,0
（五）未来业务目标,17
六、发行人的组织结构及内部管理制度,11
（一）常德财鑫融资担保有限公司为本次债券提供了全额担保为本次债券提供了全额担保,0
（二）发行总额：人民币6亿元。,0
（一）现任董事、监事、高级管理人员的基本情况,12
（八）发行人的经营方针及战略,17
（四）资产负债表日后事项,0
2、存货周转率下降的风险,0
（三）发行人所在行业情况,15
重大事项提示,1
（一）本息偿付安排,0
（一）发行人的主营业务及所属行业,14
第一节发行概况,0
2、合并利润表,0
1、2014年度前期会计差错更正,0
二、发行人历史沿革,4
二、未决重大诉讼或仲裁,20
（一）最近三年及一期合并财务报表,0
1、优势,0
1、项目建设必要性,0
2、拟修改债券持有人会议规则；,0
（四）发行人董事、监事及高级管理人员持股情况,0
（二）流动性风险,0
7）发行人发生超过上年末净资产百分之十的重大损失；,0
（二）法人治理结构及其近三年运行情况,9
四、发行人组织结构及对其他企业的重要权益投资情况,10
3、我国证券行业发展趋势,0
5、资产管理业务,0
七、发行人关联交易情况,16
重大事项提示,1
二、发行人历史沿革简介,4
五、本期债券发行结束后，投资者可按照国家有关法规进行债券的转让和质押。,0
（六）未来业务目标及盈利能力的可持续性,17
4、经营管理层,0
（十七）本次债券可能被暂停或者终止提供交易或转让服务的；,0
（三）评级报告的主要内容,0
二、发行人已取得本期债券发行前必须获得的各项批准和授权，该等已取得的批准和授权合法有效。,0
3、发行人在行业中的竞争优势,0
5、发行人偿债能力总体评价,0
七、现任董事、监事和高级管理人员的基本情况,12
五、其他重大事项或风险提示,0
（三）未来业务目标,17
2、盈利能力的可持续性,0
第九节债券受托管理人,0
（四）未来业务发展规划,17
五、发行人控股股东和实际控制人基本情况,5
二、公司未决诉讼或仲裁事项,20
（四）公司最近三年及一期主要偿债能力指标,0
2、预付账款,0
三、偿债保障措施,3
1、流动资产变现,0
（四）发行人的发展战略规划与目标,17
2、发行人有息负债情况,19
（一）利率风险,0
2、已签订的正在或准备履行的重大租赁合同及其财务影响,0
（一）董事、监事及高级管理人员基本情况,12
三、发行人的资信情况,0
六、公司重要的权益投资情况,7
第三节发行人的资信状况,0
（三）发行人面临的主要竞争状况、经营方针及战略,17
11、交易性金融资产风险,0
3、税收政策变动的风险,0
（二）发行人公司治理情况,9
（四）财务风险,0
3、会计差错更正,18
一、债券受托管理人,0
五、发行人有息债务情况,19
六、发行人合规运行情况及其董事、监事、高级管理人员任职资格情况,0
四、发行人银行授信及信用情况,0
（四）证券承销与保荐业务,0
4、突发事件引发公司治理结构突然变化的风险,0
（二）未决诉讼或未决仲裁形成的或有负债,20
四、会计师事务所声明,0
（一）发行人治理结构,9
1）营业总收入分析,0
四、发行人子公司、重要权益投资及分支机构,7
（二）发行人的权利、职责和义务,0
（一）本期募集资金投向,0
一、发行人所在行业的现状和发展前景,15
（六）债券受托管理人：华融证券股份有限公司,0
四、发行人前十大股东情况,0
（三）监事会及其运行情况,0
（二）华普天健会计师事务所（特殊普通合伙）,0
2、假设本期公司债券总额11亿元计入2015年12月31日的资产负债表；,0
（二）前十名股东持股情况,0
（四）充分发挥债券受托管理人的作用,0
1、受托管理事务报告包括年度受托管理事务报告和临时受托管理事务报告。,0
（四）发行人的独立性,6
（二）最近三年及一期母公司报表口径分析,0
（三）募集资金使用情况的监督,0
（一）公司组织结构图,10
三、报告期内公司财务报表合并范围变化情况,0
（三）发行人合法合规经营情况,0
6、财务信息披露,0
七、发行人董事、监事、高级管理人员的基本情况,12
第四节偿债计划及其他保障措施,0
3、与铁路业务相关的政策风险,0
九、公司风险管理与内部控制,11
（一）2008年合并报表范围及变化原因,0
二、本金的兑付,0
1、在本期债券到期、加速清偿或回购（若适用）时，发行人未能偿付到期应付本金及利息；,0
（一）发行人所在行业的基本情况,15
3、投资管理制度,0
第九节债券持有人会议,0
1、经营活动产生的现金流量分析,0
（五）发行人未来发展战略,17
七、发行人控股股东及实际控制人基本情况,5
（四）发行人未决诉讼仲裁形成的或有负债及其财务影响,20
（四）机构独立,0
（二）董事、监事及高级管理人员的从业简历,13
1、我国证券行业的经营模式,0
六、董事、监事和高级管理人员情况,12
五、报告期末发行人前十大股东情况,5
十二、经营方针及战略,17
（四）重大诉讼、仲裁,20
七、发行本期公司债券后发行人资产负债结构的变化,0
4、操作风险,0
重大事项提示,1
二、发行人历史沿革及股权变动情况,4
六、发行人最近一个会计年度关联交易情况,16
四、发行人控股股东和实际控制人的基本情况,5
十一、发行人所在行业状况及面临的主要竞争状况和竞争优势,15
12、发行人书面提议召开债券持有人会议；,0
七、发行人公司治理,9
七、发行人的主营业务情况,14
第十四条风险揭示,2
（一）本期债券发行时间安排,0
六、发行人主营业务情况,14
四、发行人前十大股东情况,0
（四）发行人董事、监事及高级管理人员持股情况,0
九、发行人的独立经营情况,6
第二节风险因素,2
（五）平阳县交通投资集团有限公司,0
九、发行人的信息披露事务及投资者关系管理,0
1、公司债券发行前的信息披露,0
3、甲乙双方若因自身原因与对方产生利益冲突并损害了债券持有人的利益，双方应承担相应的法律责任。,0
6、营业利润、利润总额及净利润,0
（四）营运能力分析,0
五、发行人董事、监事和高级管理人员情况,12
五、有息负债分析,19
（七）所在行业上下游产业链情况,15
五、非经常性损益明细表,0
一、债券持有人行使权利的形式,0
一、发行人主营业务情况,14
（一）发行人重要权益投资情况,8
（五）发行人偿债保障措施的执行情况以及公司债券的本息偿付情况；,0
4、当本期债券的担保人、抵（质）押资产发生重大不利变化时，对应采取的债权保障措施作出决议；,0
（二）母公司财务报表,0
2、中信建投证券股份有限公司,0
十四、起息日：自发行首日开始计息，本期债券存续期限内每年的【3】月【23】日为该计息年度的起息日。,0
十三、发行人独立性情况,6
四、发行人有息负债情况,19
七、发行人未来发展战略,17
七、发行人董事、监事、高级管理人员基本情况,12
（一）对发行人债务水平的影响,0
2、主要参股公司及对企业有重要影响的合营、联营企业,8
3、其它高级管理人员简历：,13
3、票面金额及发行价格：本期债券面值100元，按面值平价发行。,0
四、偿债保障措施,3
（二）发行人所处行业状况,15
3、发行人出售其全部或实质性的资产，以致对发行人就本次债券的还本付息能力产生重大实质性不利影响；,0
（五）公司所处行业的基本情况,15
2、资产负债率较高的风险,0
4、偿债能力分析,0
七、发行人董事、监事及高级管理人员情况,12
（十）债券登记机构：中国证券登记结算有限责任公司上海分公司,0
四、发行人董事、监事、高级管理人员基本情况,12
（三）2019年度合并报表范围的变化情况,0
（七）变更债券受托管理人的条件和程序,0
1、应收账款周转率波动的风险,0
一、财务报告审计情况,0
2、医药产业政策变动的风险,0
六、发行人主营业务情况,14
3、假设本期债券募集资金基础发行额度净额20亿元计入2017年12月31日的合并资产负债表；,0
（二）对公司短期偿债能力的影响,0
3、发行人营业利润情况,0
（三）2016-2018年经审计的现金流量简表（完整的现金流量表见附表四）,0
（二）发行人参股公司,8
（二）现金流量分析,0
1、未决诉讼或仲裁形成的或有负债及其财务影响,0
（一）利息偿付安排,0
五、本次募集资金投向对同业竞争和关联交易的影响,0
第十三条偿债保证措施,3
（二）董事、高级管理人员的从业简历,13
五、发行人董事、监事、高级管理人员基本情况,12
9、权益工具投资价格波动风险,0
三、发行人所在行业现状和前景,15
二、历史沿革,4
第二节风险因素,2
五、发行人主营业务情况,14
四、发行人股本总额、前十大股东、控股股东及实际控制人情况,5
7、发行人应当履行债券持有人会议规则及债券持有人会议决议项下债券发行人应当履行的各项职责和义务。,0
1、受托管理事务报告包括年度受托管理事务报告和临时受托管理事务报告。,0
（六）发行人面临的主要竞争状况、经营方针及战略,17
八、公司主营业务情况,14
重大事项提示,1
1、合并资产负债表,0
五、发行人独立性情况,6
1、项目建设必要性,0
1、本次债券采用每年付息一次的付息方式，计息起始日为本期债券发行结束日。,0
6）无形资产,0
8、主债权的变更,0
一、本期债券的投资风险,0
（一）制定《债券持有人会议规则》,0
1、发行人及其控股子公司重大未决诉讼、仲裁及行政处罚事项,20
(三)发行人主要参股子公司介绍,8
2、本公司控股及参股公司,8
（二）关联交易产生原因,0
4、对更换、解聘债券受托管理人作出决议；,0
第一节发行概况,0
六、有息负债分析,19
五、报告期末发行人前十大股东情况,5
（二）各部门主要职能,10
1、发行人设立,0
第二节风险因素,2
二、偿债保障措施,3
一、发行人董事会声明,0
重大事项提示,1
（一）合并报表口径简明财务分析,0
5、公允价值变动收益波动较大的风险,0
4、项目经营前景情况及与现有业务或发展战略的关系,17
三、债券持有人及债券受托管理人对担保事项的持续监督安排,0
（二）发行人应付债券明细情况,0
（一）纳入合并报表范围的主要子公司情况,0
（二）董事会及股东会决议,0
四、公司治理和组织结构,9
五、发行人董事、监事、高级管理人员的基本情况,12
（一）现任董事、监事、高级管理人员基本情况,12
十一、发行人独立经营情况,6
一、发行人董事会声明,0
（五）盈利能力分析,0
二、发行人控股股东、实际控制人声明,5
5、项目法人,0
（四）近三年及一期债券的发行及偿还情况,0
10、担保函的生效,0
六、发行人独立性情况,6
三、发行人所在行业现状和前景分析,15
六、发行人法人治理结构及其运行情况,9
（一）公司的授信情况,0
3、上述违约事件发生时，受托管理人行使以下职权：,0
五、发行人重要权益投资情况,7
四、发行人重要权益投资情况,7
5、参股公司,8
（一）合并会计报表,0
（二）本金的偿付,0
九、发行人主营业务及主要产品,0
七、公司有息债务情况,19
（一）发行人基本情况,0
二、公司组织结构图及对其他企业的重要权益投资情况,7
七、发行人控股股东及实际控制人基本情况,5
（三）债券持有人会议的出席人员及其权利,0
（二）监事,0
十二、关联方与关联交易,16
（二）现任董事、监事、高级管理人员简历,13
3、经营关注的风险,0
7、行使法律法规规定的和《债券持有人会议规则》赋予的其他职权。,0
（一）发行人董事、监事及高级管理人员名单,0
（五）良好的外部融资能力增强了本期债券偿付能力,0
九、发行人所属行业状况、竞争状况,15
（四）已发行公司债券募集资金使用情况,0
第二节风险因素,2
（四）华普天健会计师事务所（特殊普通合伙）为发行人出具的2016年审计报告；,0
（三）发行人面临的主要竞争状况、经营方针及战略,17
九、关联交易,16
一、债券持有人行使权利的形式,0
六、发行人主要业务情况,14
（一）公司设立情况及重大变更事项,4
十三、内部管理制度的建立及运行情况,11
1、未决诉讼或仲裁形成的或有负债及其财务影响,0
24、发生其他对投资者作出投资决策有重大影响的事项；,0
三、本次发行前公司股本情况,0
三、募集资金运用对发行人财务状况的影响,0
（一）重要承诺事项,0
二、信用评级报告的主要事项,0
第五节发行人基本情况,0
（一）投资者可以在本期债券发行期限内到下列地点查阅本募集说明书全文及上述备查文件：,0
2、对母公司口径资产负债结构的影响,0
一、发行人主营业务情况,14
8、2015年发行人向原股东配股,0
（三）发行人经营方针及战略,17
第十四条风险揭示,2
四、偿债保障措施,3
五、董事、监事、高级管理人员的基本情况,12
（十五）发行人管理层不能正常履行职责，导致发行人债务清偿能力面临严重不确定性，需要依法采取行动的；,0
（三）发行人内部管理制度,11
六、评估机构：长沙永信评估咨询有限责任公司,0
十四、关联交易情况,16
（二）现任董事、监事、高级管理人员简历,13
（二）公司的主要业务介绍,14
（一）最近一个会计期末有息债务情况,19
六、有息债务情况,19
1、发行人应当根据法律、法规和规则及募集说明书的约定，按期足额支付本次债券的利息和本金。,0
26、税务提示：根据国家有关税收法律、法规的规定，投资者投资本期债券所应缴纳的税款由投资者承担。,0
十二、关联方与关联交易,16
二、偿债保障措施,3
1、本期公司债券的起息日为公司债券的发行首日，即2017年2月27日。,0
3、授权委托书签发日期和有效期限；,0
（一）会计政策变更及对公司的影响,18
（四）政策风险,0
一、发行人主营业务情况,14
（二）董事、监事、高级管理人员简历,13
（二）有息债务期限结构情况,19
六、发行人最近一个会计年度末有息债务情况,19
4、决定变更债券受托管理人；,0
五、公司组织结构和对其他企业的重要权益投资情况,7
第十三条偿债保证措施,3
（二）盈利能力可持续性,0
2、监事,0
4、预算管理制度,0
十一、发行人关联交易情况,16
3、召开会议的日期、具体时间、地点；,0
9、其他对本次债券持有人权益有重大影响的事项；,0
七、发行人所在行业状况、竞争状况及经营方针及战略,17
三、发行人的资信情况,0
第八节债券持有人会议,0
6、债券持有人会议规则所称“以上”、“以内”、“之内”或“内”均含本数。,0
（三）管理风险,0
第三节风险因素,2
（二）董事、监事、高级管理人员简历,13
四、偿债保障措施,3
十、发行人风险控制和内部控制,11
1、项目建设必要性,0
（二）控股股东和实际控制人情况,5
（二）中国证券登记结算有限责任公司上海分公司,0
2、中国货币网,0
3、母公司现金流量表,0
重大事项提示,1
3、关联交易管理制度,0
第六节财务会计信息,0
（二）主承销商、债券受托管理人和簿记管理人：海通证券股份有限公司,0
（三）发行人面临的主要竞争状况、经营方针及战略,17
（二）行业发展规划,17
第十四条偿债保证措施,3
2、暂缓重大对外投资、收购兼并等资本性支出项目的实施；,0
2、设备优势,0
（一）董事、监事与高级管理人员的基本情况,12
六、公司所处行业竞争情况,15
（二）报告期公司合并范围的变更情况,0
一、本期债券的信用评级情况,0
3、偿债计划的财务安排,0
（一）发行人的经营范围,0
三、关联交易对发行人财务状况和经营成果的影响,0
六、有息债务,19
四、发行人对其他企业的重要权益投资情况,7
1、全球医药行业发展概况,0
7、债券的转让或出质,0
（六）发行人近三年主要财务指标,0
二、《债券持有人会议规则》的主要内容,0
4、盈利能力分析,0
一、自身偿付能力,0
7、内部审计,0
三、发行人近三年合并报表范围的变化情况,0
（五）财务独立,0
2、主要参股公司,8
二、发行人主要历史沿革情况,4
五、发行人董事、监事和高级管理人员情况,12
第四节偿债计划及偿债保障措施,3
一、最近三年重要会计政策变更和会计估计变更,18
四、最近三年的主要财务指标,0
2、项目批复,0
二、发行人历史沿革,4
1、在本次债券存续期内，出现下列情形之一的，应当召开债券持有人会议，履行变更受托管理人的程序：,0
第三节风险因素,2
六、有息债务情况,19
（一）董事,0
（四）各职能部门主要职能,10
1、项目建设必要性,0
二、偿债资金主要来源,0
（一）违约事件,0
2、间接融资渠道畅通,0
十四、内部管理制度的建立及运行情况,11
第三节风险因素,2
七、发行人董事、监事、高级管理人员基本情况,12
（四）温州长安集团有限公司,0
一、债券持有人行使权利的形式,0
三、公司对其他企业的重要权益投资情况,7
第五节发行人基本情况,0
第五节同业竞争与关联交易,16
四、发行人独立经营情况,6
3、项目建设内容,0
（三）发行人各板块经营情况,0
10、中国物流有限公司,0
（六）发行人与控股股东、实际控制人的独立情况,6
七、发行人关联交易情况,16
九、发行人主营业务情况,14
5、发行人当年累计新增借款或者对外提供担保超过上年末净资产的20%；,0
2、财务管理,0
（二）长沙银行股份有限公司邵东支行,0
3、受托管理协议的终止。发生如下情形时，受托管理协议终止：,0
（三）发行人的合营、联营企业情况,8
（一）行业发展历史、概况及竞争状况,15
五、发行人控股股东和实际控制人基本情况,5
七、发行人的经营范围及主营业务状况,14
（四）发行人所在行业状况,15
2、参股公司,8
十二、发行人独立性情况,6
二、重大未决诉讼或仲裁,20
（二）实际控制人对其他企业的重要投资情况,0
三、发行人所在行业情况,15
（二）受限资产规模较大、资产流动性较弱的风险与对策,0
（五）相关机构报告期内运行情况,0
二、发行人财务分析,0
（四）本次债券安排所特有的风险,0
2、监事会成员,0
十六、发行人内部管理制度的建立及运行情况,11
1、北京海国鑫泰投资控股中心（以下简称“海国鑫泰”）,0
（九）公司债券登记机构,0
3、项目建设内容,0
第十二节备查文件,0
六、有息债务情况,19
8、利息偿付率=实际支付利息/应计利息；,0
八、发行人内部组织架构及公司治理情况,10
重大事项提示,1
十、行业地位及发展战略,17
五、有息负债分析,19
（一）发行人所处行业的现状与发展,15
5、聘请债权代理人和建立债券持有人会议制度，最大程度保护债券持有人利益,0
三、发行人所在行业情况,15
（二）发行人实际控制人情况,5
（三）根据国家税收法律、法规，投资者投资本期债券应缴纳的有关税金由投资者自行承担。,0
12、债券持有人会议应有会议记录。会议记录记载以下内容：,0
二、发行人历史沿革,4
2、2018年,0
1、显著的区位优势,0
（三）债券受托管理人,0
4、债券期限：本次债券的发行期限为5年，附第3年末发行人调整票面利率选择权和投资者回售选择权。,0
二、公司组织结构图及对其他企业的重要权益投资情况,7
（一）行业发展历史、概况及竞争状况,15
（一）公司治理,9
四、公司治理和组织结构,9
1、主要经营数据及财务指标,0
三、发行人组织架构及权益投资情况,7
五、公司董事、监事、高级管理人员情况,12
三、公司组织结构及对其他企业权益投资情况,7
4、营业执照注册号：510000000087383,0
七、公司董事、监事及高级管理人员基本情况,12
6）会议议事程序，包括持有人会议的召集方式、表决方式、表决时间和其他相关事宜；,0
十八、公司董事、监事和高级管理人员基本情况,12
（三）发行人所在行业现状,15
3、监事会,0
（二）发行人参股公司,8
（一）相关财务数据模拟调整的基准日为2019年9月30日；,0
二、历史沿革,4
（四）持有发行人股票及债券情况,0
四、发行人与本次发行有关的中介机构及其人员的利害关系,0
（二）发行人主营业务经营情况,14
（二）近三年及一期与主要客户发生业务往来时，是否有严重违约现象,0
1、狠抓资金平衡,0
2、发行人关联交易情况,16
4、项目建设进度和资金来源,0
1、交通设施运营及建设板块,0
（六）发行人合法合规经营情况,0
（二）董事、监事、高级管理人员简历,13
八、发行人独立性情况,6
（一）利息的支付,0
（一）总则,0
（三）有利于提高公司经营的稳定性,0
（六）2006年11月，公司第三次股权变更,0
（一）发行人主要业务情况,14
一、保证人的基本情况,0
二、发行人的相关风险,0
4、税收优惠政策终止风险,0
（一）管委会成员情况,0
（二）董事、监事、高级管理人员持股情况,0
（一）财务风险,0
三、公司前十名股东持股情况,0
二、债券持有人会议规则的主要内容,0
1、股东与股东会,0
2、总资产收益率＝（归属于母公司所有者的净利润/平均资产总计）×100%,0
十一、发行人关联方及关联交易,16
八、发行人主营业务概况,14
（十）收款银行,0
（二）违约责任及其承担方式,0
（二）高级管理人员情况,12
一、公司基本情况,0
（二）纳入发行人合并范围内子公司和主要参股公司情况,7
（二）募集资金的使用,0
（四）公司主营业务情况,14
1、项目建设必要性,0
（六）关联方资金占用,0
（二）发行人参股公司情况,8
三、本期发行前公司的股本、控股股东和实际控制人情况,5
（一）2017年会计政策变更,0
四、偿债计划,0
十九、本期债券符合进行质押式回购交易的基本条件，具体折算率等事宜按债券登记机构的相关规定执行。,0
5、产品质量管理制度,0
（三）营运能力分析,0
8、投资收益及营业外收入占比较高的风险,0
三、公司资信情况,0
（一）获得主要贷款银行的授信及使用情况,0
第十四条风险揭示,2
（三）律师事务所,0
七、发行人董事、监事和高级管理人员情况,12
8、对下属子公司的管理,0
九、发行人治理结构与内控制度,11
（二）评级报告的主要内容,0
1、总体目标,0
第八节债券持有人会议,0
（四）2011年1-3月合并报表范围及变化原因,0
五、偿债保障措施,3
十二、发行人未来发展规划,17
（二）所在行业状况,15
十、承诺及或有事项,0
（六）现金流量分析,0
2、本期债券发行对象,0
（六）本期债券担保人：联邦制药国际控股有限公司,0
七、公司有息债务情况,19
（七）发行人关联方及关联交易情况,16
十、发行人所处行业现状,15
（四）公司主营业务总体发展规划,17
六、本期债券基本要素,0
（一）主要子公司及有重要影响的参股公司,7
三、发行人控股股东及实际控制人的基本情况,5
（五）地方政府的支持,0
（四）偿债能力分析,0
第二节风险因素,2
二、发行人简要历史沿革及股本变更情况,4
5、土地开发及转让业务,0
1、合并报表最近三年主要盈利指标分析,0
（三）发行人面临的主要竞争状况、经营方针及战略,17
1、项目建设必要性,0
（七）募集资金专户及偿债资金账户银行,0
（一）公司债券发行批准情况,0
（三）发行人的独立性,6
（四）发行人独立经营情况,6
第三条发行概要,0
五、发行人与子公司的投资关系,0
1、项目建设背景和必要性,0
3、拟变更抵（质）押资产，对债券持有人权益产生重大不利影响的；,0
8、债券持有人会议应有会议记录。会议记录记载以下内容：,0
2、加速清偿及措施,0
5）发行人当年累计新增借款或对外提供担保超过上年末净资产的百分之二十；,0
10、本期债券存续期内，受托管理人应当勤勉处理债券持有人与发行人之间的谈判或者诉讼事务。,0
2、产业政策调整的风险,0
（二）董事、监事、高级管理人员简历及兼职情况,13
3、所有者权益分析,0
1、资产情况分析,0
1、投资收益波动的风险,0
第九节债券受托管理人,0
（十三）支付方式及支付金额,0
5、对外担保控制制度,0
22、向公司股东配售的安排：本期债券不向公司股东配售。,0
1、未来业务目标,17
十四、关联交易情况,16
十四、公司内部控制制度,11
十二、发行人的经营方针及战略,17
2、财务管理风险,0
重大事项提示,1
2、生物制药胰岛素行业,0
二、公司设立情况,0
（四）内控制度,11
3、项目建设内容,0
（一）会计政策变更,18
4、邵东县城乡给水现状和项目建设内容及运营模式,0
1、债券名称：珠海联邦制药股份有限公司2017年公司债券（第一期）。,0
（三）发行人所涉行业状况,15
2）长期应收款,0
（二）兑付风险与对策,0
（四）律师事务所：广东精诚粤衡律师事务所,0
4、全国性、专业化的营销网络优势,0
4、项目建设进度和资金来源,0
十一、发行人独立经营情况,6
九、公司主营业务经营情况,14
十、关联交易④,16
1、债券受托管理协议适用于中国法律并依其解释。,0
二、与发行人相关的风险,0
（三）债券受托管理人的变更,0
（二）主要参股公司情况,8
1、公司董事、监事和高级管理人员在其它单位任职情况,0
二、发行人历史沿革,4
6、投融资管理制度,0
13、发行人应当履行受托管理协议、募集说明书及法律、法规和规则规定的其他义务。,0
五、偿债保障措施,3
（一）公司前身设立、增资情况,0
五、发行人与本次发行的有关机构、人员的利害关系,0
5、项目法人,0
（八）发生受托管理协议第3.4条第（一）项至第（十二）项等情形的，说明基本情况及处理结果；,0
重大事项提示,1
（二）实际控制人对其他企业的重要投资情况,0
5、市场竞争加剧的风险,0
7、大额投资收益不可持续的风险,0
重大事项提示,1
十三、关联交易,16
3、资金管理部,0
（二）现任董事、监事、高级管理人员简历,13
（六）充足的土地资产,0
十二、发行人关联交易情况,16
十、发行人关联交易情况,16
重大事项提示,1
五、公司有息债务情况,19
（二）会计数据调整情况,18
三、发行人组织结构图和重要的权益投资情况,7
6、关联交易制度,0
重大事项提示,1
4、债券期限：本期债券为7年期债券，含第5年末发行人调整票面利率选择权及投资人回售选择权。,0
（四）发行人的经营方针及战略,17
（三）内部控制,11
2、北京海淀置业集团有限公司（以下简称“海淀置业”）,0
十九、承销方式：承销团以余额包销方式进行承销。,0
（四）发展战略,17
第十四条风险揭示,2
五、偿债保障措施,3
二、历史沿革,4
2、中成药销售模式变更的风险,0
（二）董事、高级管理人员的从业简历,13
9、北京绿海能环保有限责任公司（以下简称“绿海能公司”）,0
（三）受托管理人的职责、权利和义务,0
2、发行人取得的药品批准文号情,0
第二节风险因素,2
（四）充分发挥债券受托管理人的作用,0
二、查阅地点,0
七、发行人董事、监事及高级管理人员情况,12
（一）发行人主要业务经营情况,14
（四）会计师事务所：信永中和会计师事务所（特殊普通合伙）,0
（六）未来业务目标及盈利能力的可持续性,17
