,text,label
1262,第九节债券受托管理人,0
1263,（二）控股股东和实际控制人情况,5
1264,（九）发行人涉及重大诉讼、仲裁事项或者受到重大行政处罚；,0
1265,（一）董事、高级管理人员情况表,12
1266,四、财务报表分析,0
1267,（二）发行人应付债券明细情况,0
1268,（一）债券持有人会议的权限范围,0
1269,五、发行人控股股东和实际控制人,5
1270,二、信用评级报告的主要事项,0
1271,16、除上述各项外，受托管理人还应当履行以下职责：,0
1272,五、发行人的发展规划,17
1273,3、拟变更债券受托管理人或者受托管理协议的主要内容；,0
1274,（九）公司债券登记机构：中国证券登记结算有限责任公司上海分公司,0
1275,（八）未来业务目标及盈利能力的可持续性分析,17
1276,3、甲乙双方若因自身原因与对方产生利益冲突并损害了债券持有人的利益，双方应承担相应的法律责任。,0
1277,2）长期应收款,0
1278,五、发行人控股股东和实际控制人,5
1279,（一）发行人纳入合并范围的子公司,0
1280,二、发行人的相关风险,0
1281,重大事项提示,1
1282,2、控股股东历史沿革,4
1283,7、发行人应当履行债券持有人会议规则及债券持有人会议决议项下发行人应当履行的各项职责和义务。,0
1284,（二）发行人的组织结构,10
1285,四、偿债保障措施,3
1286,（五）违规使用债券资金的相关风险与对策,0
1287,2、项目批复,0
1288,五、报告期末发行人前十大股东情况,5
1289,五、控股股东和实际控制人,5
1290,（四）发行人内部控制制度的建立和运行情况,11
1291,八、发行人关联交易情况,16
1292,四、发行人的股权结构及权益投资情况,7
1293,（一）偿还银行借款,0
1294,6、增信机构、增信措施或者其他偿债保障措施发生重大变化且对债券持有人利益带来重大不利影响；,0
1295,5、债券持有人出具的委托他人出席债券持有人会议的投票代理委托书应当载明下列内容：,0
1296,（二）发行人实际控制人情况,5
1297,七、发行人内部管理制度的建立及运行情况,11
1298,重大事项提示,1
1299,（二）主要子公司基本情况,7
1300,十、关联方及关联交易,16
1301,四、发行人董事、监事、高级管理人员基本情况,12
1302,（八）还本付息的方式,0
1303,一、财务报告编制及审计情况,0
1304,（四）公司高级管理人员简历,13
1305,（三）公司经营方针及战略,17
1306,十、发行人关联交易情况,16
1307,2、高级管理人员简历,13
1308,5、担保制度,0
1309,（三）审计机构,0
1310,五、公司董事、监事、高级管理人员情况,12
1311,二、发行人历史沿革,4
1312,（四）管理层及其运行情况,0
1313,第十四条风险与对策,2
1314,（二）信息披露工作安排,0
1315,十二、发行人独立性,6
1316,三、本期债券的主要条款,0
1317,６、总资产周转率=营业收入/总资产平均余额,0
1318,4、交通行业发展现状和前景,0
1319,（二）合营企业和联营企业,0
1320,（三）重大未决诉讼（仲裁）情况,0
1321,六、有息债务情况,19
1322,5、财务审计部,0
1323,第十二条募集资金用途,0
1324,九、发行人主营业务情况,14
1325,第五节发行人基本情况,0
1326,8、法律、行政法规和部门规章规定应载入会议记录的其他内容。,0
1327,六、发行人最近一个会计年度关联交易情况,16
1328,四、控股股东和实际控制人,5
1329,（二）银行授信,0
1330,重大事项提示,1
1331,1、设置偿债资金专项账户,0
1332,（四）资信评级报告；,0
1333,第二节风险因素,2
1334,1、我国土地整理与开发行业的现状和前景,0
1335,二、发行人控股股东、实际控制人声明,5
1336,（五）会计政策变更,18
1337,（二）重大关联交易情况,16
1338,二、发行人历史沿革,4
1339,（一）募集资金使用管理,0
1340,三、偿债保障措施,3
1341,（六）债券持有人会议规则,0
1342,（十五）发行价格,0
1343,6、变更本次债券的担保人（如有担保人）或者担保方式；,0
1344,二、《债券受托管理协议》的主要内容,0
1345,重大事项提示,1
1346,6、出资尚未完全到位的风险,0
1347,（七）主承销商收款银行,0
1348,第三节风险因素,2
1349,六、发行人董事、监事、高级管理人员的基本情况,12
1350,（五）中国证监会核准本次发行的文件；,0
1351,四、报告期末公司前十大股东情况,5
1352,二、与发行人相关的风险,0
1353,五、董事、监事、高级管理人员的基本情况,12
1354,九、发行人的独立经营情况,6
1355,五、发行人董事、监事、高级管理人员的基本情况,12
1356,六、发行人的组织结构及对其他企业的重要权益投资情况,10
1357,（四）其他重要事项。,0
1358,8、发行人作出减资、合并、分立、解散及申请破产的决定；,0
1359,四、发行人前十大股东情况,5
1360,18、承销方式：本期债券由主承销商采取余额包销方式承销。,0
1361,4、发行人的竞争优势,0
1362,（一）发行人经营方针、经营范围或生产经营外部条件等发生重大变化；,0
1363,二、发行人历史沿革、实际控制人变化及重大资产重组情况,4
1364,2、发行人营业成本情况,0
1365,２、速动比率=（流动资产-存货-预付账款-其他流动资产）/流动负债,0
1366,二、偿债保障措施,3
1367,（二）发行人内部组织结构,0
1368,（二）违约和救济,0
1369,1、技术优势,0
1370,2、担保方式,0
1371,七、公司有息债务情况,19
1372,八、发行人董事、监事、高级管理人员的基本情况,12
1373,七、关联交易分析,16
1374,六、日后事项、或有事项及未决诉讼或仲裁事项,20
1375,1、不向股东分配利润；,0
1376,八、发行人内部管理制度的建立及运行情况,11
1377,（五）严格履行信息披露义务,0
1378,8、ebitda利息倍数=ebitda/（利息支出-客户资金利息支出）；,0
1379,十四、关联交易,16
1380,（一）董事、监事、高级管理人员基本情况,12
1381,十六、发行人内部管理制度的建立及运行情况,11
1382,二、本期债券上海证券交易所公开发行部分的具体发行网点见募集说明书附表一中标注“▲”的发行网点。,0
1383,四、偿债保障措施,3
1384,五、发行人与其子公司及参股公司的投资关系,7
1385,2、偿债应急保障方案,0
1386,三、同业竞争与关联交易,16
1387,2、风险管理体系,0
1388,8、发行人在本次债券信用风险管理中应当履行以下职责：,0
1389,11、传真：028-80587313,0
1390,十四、起息日：自发行首日开始计息，本期债券存续期限内每年的【3】月【23】日为该计息年度的起息日。,0
1391,九、发行人所属行业状况、竞争状况,15
1392,（二）关联交易,16
1393,1、公司所处行业的发展趋势,15
1394,（二）重大未决诉讼、仲裁或行政处罚情况,20
1395,1）交投集团会计报表会计差错调整,0
1396,9、仁沐新高速,0
1397,2、负债结构,0
1398,（一）债券受托管理事项,0
1399,二、发行人设立及变更情况,4
1400,二、公司债券信用评级报告主要事项,0
1401,十三、关联方及关联交易,16
1402,一、与本期债券相关的风险,0
1403,二、发行人所在行业现状和前景,15
1404,（二）发展思路,0
1405,3、票面金额及发行价格：本期债券面值100元，按面值平价发行。,0
1406,二、发行人历史沿革情况,4
1407,13、在本次债券存续期内，发行人应尽最大合理努力维持债券上市交易。,0
1408,（二）发行人董事、监事、高级管理人员简历,13
1409,3、项目建设内容,0
1410,3）由风险合规部、财务管理部对项目进行法律、经营风险、财务风险的分析，形成会签意见；,0
1411,（六）《债券持有人会议规则》；,0
1412,五、控股股东和实际控制人,5
1413,（二）流动性风险,0
1414,4、项目建设进度和资金来源,0
1415,第十一节发行人、中介机构及相关人员声明,0
1416,（二）债券持有人会议的召集,0
1417,五、控股股东及实际控制人的基本情况,5
1418,重大事项提示,1
1419,八、发行人业务发展战略及目标,17
1420,2、财务管理制度,0
1421,（四）本期债券安排所特有的风险,0
1422,（二）董事、监事和高级管理人员的从业简历,13
1423,（四）盈利能力分析,0
1424,二、发行人的相关风险,0
1425,七、发行人法人治理结构与内部控制制度,11
1426,（一）最近一个会计期末有息债务情况,19
1427,1、公司债券发行前的信息披露,0
1428,3、项目建设内容,0
1429,4、预算管理制度,0
1430,（二）会计政策变更,18
1431,（七）资信评级机构：中诚信证券评估有限公司,0
1432,22、承销方式：本次发行由主承销商兴业证券和华福证券负责组建承销团，以余额包销的方式承销。,0
1433,2、企业内部管理风险,0
1434,1、上述违约事件发生时，债券受托管理人行使以下职权：,0
1435,（三）发行人的独立性,6
1436,二、发行人的组织结构及对其他企业的重要权益投资情况,10
1437,（四）公司主营业务总体发展规划,17
1438,2、房地产销售业务,0
1439,第二节风险因素,2
1440,四、发行人的组织结构及公司治理情况,10
1441,（一）有利于优化发行人债务结构,0
1442,（五）根据国家税收法律、法规，投资者投资本期债券应缴纳的有关税金由投资者自行承担。,0
1443,（一）公司债券发行批准情况,0
1444,（二）盈利能力的可持续性,0
1445,十一、法人治理结构及相关机构最近三年内的运行情况,9
1446,二、发行人历史沿革及重大资产重组情况,4
1447,9、其他。应按本期《债券募集说明书》的约定履行的其他义务。,0
1448,八、发行人董事、监事和高级管理人员的基本情况,12
1449,（二）现金流量分析,0
1450,2、控股股东股票质押风险,0
1451,第二节风险因素,2
1452,四、发行人的主要股东和实际控制人情况,5
1453,二、查阅地址,0
1454,五、发行人组织结构和对其他企业的重要权益投资情况,7
1455,第十四条风险揭示,2
1456,五、董事、监事和高级管理人员的基本情况,12
1457,1、截至2018年9月末发行人对外担保情况,0
1458,2、内部控制,11
1459,（三）近三年直接融资工具的发行及偿还情况,0
1460,二、税务说明,0
1461,（四）本期发债额度较大，对公司现有债务有较大影响。,0
1462,七、发行人的主营业务情况,14
1463,六、公司组织框架和公司治理,9
1464,三、本次发行前公司股本情况,0
1465,（五）平阳县交通投资集团有限公司,0
1466,二、发行人涉及的未决诉讼或仲裁事项,20
1467,（六）影响债务偿还的主要财务指标,0
1468,十、发行人的独立性,6
1469,3、关联租赁情况,0
1470,二、偿债保障措施,3
1471,（一）财务风险,0
1472,1、会计政策变更,18
1473,（五）债券票面金额及发行价格：本期债券票面金额为100元，按面值平价发行。,0
1474,（四）盈利能力分析,0
1475,1、在每期债券存续期间内，发生下列情形之一的，应召开债券持有人会议：,0
1476,（五）发行人经营方针和战略,17
1477,2、项目批复,0
1478,（一）接受本募集说明书对债券持有人的权利义务的所有规定并受其约束；,0
1479,第十三条偿债保证措施,3
1480,五、发行人与本次发行的有关机构、人员的利害关系,0
1481,1、财务管理风险,0
1482,（二）未来业务目标及经营可持续性,17
1483,（二）主承销商、簿记管理人、债券受托管理人：广发证券股份有限公司,0
1484,三、最近三年及一期主要财务指标,0
1485,1、发行人在行业中的地位,0
1486,（二）组织结构,0
1487,四、发行人前十大股东情况,5
1488,1、项目建设必要性,0
1489,八、发行人主营业务情况,14
1490,十、发行人所处行业现状,15
1491,（七）申请上市的证券交易所,0
1492,第九节债券受托管理人,0
1493,6、其他对本期债券的按期兑付产生重大不利影响的情形。,0
1494,3、项目建设内容,0
1495,六、发行人主营业务概况,14
1496,八、发行人内部控制制度情况,11
1497,2、投资活动产生的现金流量分析,0
1498,（二）关联交易情况,16
1499,（一）中央国债登记结算有限责任公司,0
1500,2、母公司利润表,0
1501,六、发行人重要子公司及参股公司基本情况,7
1502,二、专业释义,0
1503,七、发行人关联交易情况,16
1504,3、药品招标失败或招标价过低的风险,0
1505,（五）资信风险,0
1506,八、发行人所处行业状况,15
1507,七、发行人法人治理结构及其运行情况,9
1508,第二节风险因素,2
1509,1、会计政策变更,18
1510,三、本次募集资金运用对财务状况的影响,0
1511,二、公司组织结构及控股子公司、分公司和主要参股公司情况,7
1512,三、发行人控股股东及实际控制人情况介绍,5
1513,2、生产模式,0
1514,3、发行人行业地位及优势,0
1515,（一）利安达会计师事务所（特殊普通合伙）,0
1516,五、偿债保障措施,3
1517,10、本期债券存续期内，受托管理人应当勤勉处理债券持有人与发行人之间的谈判或者诉讼事务。,0
1518,六、发行人主要子公司基本情况,7
1519,10、新产品研发和销售失败风险,0
1520,（三）发行人涉及的重大未决诉讼或仲裁事项,20
1521,五、发行人董事、监事、高级管理人员的基本情况,12
1522,（二）纳入发行人合并范围内子公司和主要参股公司情况,7
1523,四、信用评级机构：中证鹏元资信评估股份有限公司,0
1524,五、偿债保障措施,3
1525,（一）接受本募集说明书对本期债券项下权利义务的所有规定并受其约束；,0
1526,24、债券受托管理人：兴业证券股份有限公司。,0
1527,6、发行人参股公司、合营企业、联营企业,8
1528,（二）纳入发行人合并范围内子公司和主要参股公司情况,7
1529,（一）董事、监事与高级管理人员的基本情况,12
1530,第四节增信机制、偿债计划及其他保障措施,0
1531,一、发行人董事会声明,0
1532,第二节风险因素,2
1533,1、受托管理事务报告包括年度报告和临时报告。,0
1534,1、公司董事、监事和高级管理人员在其它单位任职情况,0
1535,三、发行人控股股东及实际控制人情况,5
1536,三、公司对其他企业的重要权益投资情况,7
1537,（一）有息债务总额及期限结构,19
1538,（二）发行人参股公司,8
1539,八、发行人所处行业情况,15
1540,三、发行人控股股东、实际控制人情况,5
1541,五、发行人股本总额及前十大股东持股情况,5
1542,六、本次发行的有关机构,0
1543,1、债券名称：闽西兴杭国有资产投资经营有限公司公开发行2019年公司债券（第一期）。,0
1544,一、发行人基本情况,0
1545,（三）有利于拓宽公司融资渠道,0
1546,三、发行人控股股东及实际控制人的基本情况,5
1547,第二节风险因素,2
1548,十二、发行人内部管理制度的建立健全及运行情况,11
1549,七、发行人的法人治理结构及相关机构最近三年的运行情况,9
1550,五、管理层讨论与分析,0
1551,1、交通设施运营及建设行业,0
1552,一、已发行尚未兑付的债券情况,0
1553,四、发行人控股股东和实际控制人的基本情况,5
1554,七、发行人独立经营情况,6
1555,十三、内部管理制度的建立及运行情况,11
1556,4、ebitda=利润总额+利息支出-客户资金利息支出+固定资产折旧+摊销；,0
1557,（四）中证鹏元资信评估股份有限公司为本期债券出具的信用评级报告,0
1558,五、发行人所在行业情况,15
1559,第十一节备查文件,0
1560,（六）受托管理人的变更,0
1561,（一）发行人公司治理,9
1562,（一）本期债券发行与上市交易（如已上市交易）的批准部门对本期债券项下的债务变更无异议；,0
1563,（四）发行人合法合规经营情况,0
1564,七、发行人董事、监事及高级管理人员情况,12
1565,3、高级管理人员,0
1566,4、税收优惠政策终止风险,0
1567,重大事项提示,1
1568,八、发行人内部组织架构及公司治理情况,9
1569,（二）发行人主要产品,0
1570,（三）根据国家税收法律、法规，投资者投资本期债券应缴纳的有关税金由投资者自行承担。,0
1571,3、筹资活动产生的现金流量分析,0
1572,2、监事会人员简介,0
1573,三、发行人组织结构图和重要的权益投资情况,7
1574,（一）内部管理制度的建立,0
1575,（二）上述财务指标的计算方法,0
1576,8、发行人减资、合并、分立、解散、申请破产或依法进入破产程序；,0
1577,第三节发行人及本期债券的资信状况,0
1578,2、设立专项偿债账户,0
1579,二、偿债保障措施,3
1580,二、发行人历史沿革,4
1581,1、发行人在行业中的地位,0
1582,（五）资信评级机构,0
1583,一、与本期债券有关的风险,0
1584,（一）接受本募集说明书对本期债券项下权利义务的所有规定并受其约束；,0
1585,2、参股公司基本情况,8
1586,（一）会计政策变更,18
1587,十四、公司董事、监事、高级管理人员基本情况,12
1588,五、发行人在独立性方面不存在严重缺陷，业务正常，资信良好，在关联交易和同业竞争方面合法合规；,0
1589,四、发行人有息负债分析,19
1590,二、偿债保障措施,3
1591,（六）资信评级机构,0
1592,四、偿债保障措施,3
1593,四、规范和减少关联交易的措施,16
1594,（四）引入债券受托管理人制度,0
1595,六、公司所处行业的基本情况,15
1596,3、研发风险,0
1597,（二）控股股东情况,5
1598,（二）发行人公司治理,9
1599,（三）关联方资金占用及担保情况,0
1600,三、发行人所在行业情况,15
1601,一、认购人接受本募集说明书及其摘要对本期债券各项权利义务的所有规定并受其约束。,0
1602,3、可供出售金融资产占比较高的风险,0
1603,五、未来业务目标及未来经营的可持续性,17
1604,2、预付账款,0
1605,三、发行人控股股东和实际控制人基本情况,5
1606,三、报告期内公司财务报表合并范围变化情况,0
1607,3、保障性住房行业的发展现状和前景,0
1608,（四）发行人独立经营情况,6
1609,2）营业总成本分析,0
1610,1、发行人现任董事、监事、高级管理人员如下表所示：,0
1611,（二）发行人所处行业情况,15
1612,（二）公司项目建设业务持续性较好,0
1613,十二、发行人内部管理制度的建立及运行情况,11
1614,（六）专项偿债账户,0
1615,三、发行人的资信情况,0
1616,13、四川成绵高速公路有限公司,0
1617,5、项目法人,0
1618,（一）纳入合并报表范围的主要子公司情况,0
1619,十三、关联方及关联交易,16
1620,六、有息负债分析,19
1621,二、《债券受托管理协议》主要内容,0
1622,3、项目建设内容,0
1623,3、监事和监事会,0
1624,（二）发行人在行业中的地位和竞争优势,0
1625,3、工艺流程图,0
1626,四、公司治理和组织结构,9
1627,第十三条偿债保证措施,3
1628,一、发行人的主营业务情况,14
1629,（三）基础设施建设业务,0
1630,（四）偿债保障措施,3
1631,重大事项提示,1
1632,（三）发行人内部管理制度,11
1633,十一、关联方及关联交易,16
1634,第十四条风险揭示,2
1635,9、信息披露管理制度,0
1636,第六节债券受托管理人,0
1637,9、债券持有人会议应有书面会议记录。会议记录记载以下内容：,0
1638,（二）兑付风险。,0
1639,二、发行人的相关风险,0
1640,一、发行人主营业务情况,14
1641,第二节风险因素,2
1642,九、控股股东质押股份的平仓风险,0
1643,（一）主营业务情况,14
1644,（三）管理风险,0
1645,4、技术服务业务,0
1646,第四节偿债计划及其他保障措施,0
1647,九、公司所处行业状况及竞争情况,15
1648,（一）邵东县城乡供水一体化建设工程项目,0
1649,（三）跟踪评级的有关安排,0
1650,（六）2006年11月，公司第三次股权变更,0
1651,5、对外担保控制制度,0
1652,7）其他流动负债,0
1653,（三）充分发挥债券受托管理人的作用,0
1654,九、发行期限：本期债券的发行期限为5个工作日，自发行首日至2017年8月30日。,0
1655,八、发行人内部管理制度的建立及运行情况,11
1656,6、营业利润、利润总额及净利润,0
1657,五、公司有息债务及本期债券发行后资产负债结构的变化,19
1658,（二）报酬。,0
1659,（二）《2017年平阳县国资发展有限公司城市停车场建设专项债券募集说明书》；,0
1660,1、净资本管理风险和流动性风险,0
1661,2、负债构成分析,0
1662,2、资产完整,0
1663,三、偿债保障措施,3
1664,1、母公司资产负债表,0
1665,（二）关注,0
1666,（九）主营业务收入结构不稳定风险与对策,0
1667,（一）利息的支付,0
1668,（六）未来发展战略,17
1669,4、电力生产与供应行业,0
1670,（四）重大诉讼、仲裁,0
1671,1、北京中关村发展集团股份有限公司（以下简称“中关村发展集团”）,0
1672,4、长期股权投资回收风险,0
1673,五、有息债务和资产抵质押及担保情况,19
1674,4、债券持有人及其代理人出席债券持有人会议的差旅费用、食宿费用等，均由债券持有人自行承担。,0
1675,十一、簿记建档日：【2020】年【3】月【20】日。,0
1676,重大事项提示,1
1677,（三）有息债务担保结构,19
1678,（一）接受本募集说明书对本期债券项下权利义务的所有规定并受其约束；,0
1679,一、本次发行的批准情况,0
1680,五、发行人控股股东与实际控制人,5
1681,2、发行人面临的主要竞争情况,0
1682,一、发行人：邵东新区开发建设投资有限责任公司,0
1683,第三节风险因素,2
1684,三、发行人有息负债情况,19
1685,十、募集资金监管银行,0
1686,六、本期债券基本要素,0
1687,（三）发行人分板块业务介绍,14
1688,8、发行人作出资产重组决定，对债券持有人权益产生重大不利影响的；,0
1689,第二节风险因素,2
1690,1、医改风险,0
1691,1、资产受限情况,0
1692,1、股东,0
1693,（三）发行人合法合规经营情况,0
1694,四、发行人的组织结构及权益投资情况,10
1695,1、岷江东风岩、老木孔、龙溪口航电枢纽工程,0
1696,二、跟踪评级安排,0
1697,8、债券受托管理人可以作为征集人，征集债券持有人委托其代为出席债券持有人会议，并代为行使表决权。,0
1698,2、发行人主体或债券信用评级发生变化；,0
1699,八、发行人主要业务情况,14
1700,十四、关联交易情况,16
1701,（十二）平阳县昆阳镇城南凤山安置房工程b-04-02地块停车场,0
1702,1、经济周期风险,0
1703,4、海外业务拓展及经营风险,0
1704,二、偿债计划,0
1705,5、模拟数为假设总额20亿元的本期债券在2017年12月31日完成发行并且清算结束。,0
1706,三、发行人股东及实际控制人情况,5
1707,四、发行人董事、监事、高级管理人员基本情况,12
1708,七、公司董事、监事、高级管理人员情况,12
1709,六、公司所处行业竞争情况,15
1710,二、承销团,0
1711,4、项目建设进度和资金来源,0
1712,二、《债券受托管理协议》主要条款,0
1713,一、本次债券募集资金规模,0
1714,九、发行人主营业务情况,14
1715,十二、发行人内部控制体系,11
1716,（二）中国证券登记结算有限责任公司上海分公司,0
1717,8、投资收益及营业外收入占比较高的风险,0
1718,四、募集资金专项账户管理安排,0
1719,（一）偿还到期债务,0
1720,（三）如对本募集说明书或上述备查文件有任何疑问，可以咨询发行人或主承销商。,0
1721,（三）律师事务所：福建君立律师事务所,0
1722,一、债券持有人行使权利的形式,0
1723,一、本期募集资金数额,0
1724,九、发行人近三年依法纳税，不存在被税务部门处罚的情形。,0
1725,第七节财务会计信息,0
1726,6、安全生产风险,0
1727,1、项目建设必要性,0
1728,5、资产管理业务,0
1729,3）专项应付款,0
1730,3、发行人及其控股子公司未被列为重大税收违法案件当事人,0
1731,十一、发行人关联方及关联交易,16
1732,（一）发债募集资金使用计划,0
1733,重大事项提示,1
1734,2、公司未决诉讼或仲裁事项,20
1735,九、公司所处行业状况及竞争状况,15
1736,2、发行人有息负债情况,19
1737,第十四条偿债保证措施,3
1738,5、注册资本：800.00亿元,0
1739,1、就发行人变更募集说明书的约定作出决议，但债券持有人会议不得作出决议同意发行人不支付本期债券本息；,0
1740,7、注册地址：成都市高新区九兴大道12号,0
1741,六、发行人法人治理结构及其运行情况,9
1742,1、公司偿债能力指标分析,0
1743,（四）债券持有人会议的召开,0
1744,（五）发行人所属行业状况,15
1745,二、首期及第二期公司债券募集资金使用情况,0
1746,3、当董事、高级管理人员的行为损害公司利益时，要求董事、高级管理人员予以纠正；,0
1747,2、本部新增可控资产过千亿元,0
1748,第三节风险因素,2
1749,第八节债券持有人会议,0
1750,第十四条风险与对策,2
1751,（二）发行人董事、监事及高级管理人员简历,13
1752,十三、发行人独立性,6
1753,九、发行人独立性,6
1754,十、发行人的独立性,6
1755,七、发行人董事、监事及高级管理人员情况,12
1756,（二）董事、监事和高级管理人员简历,13
1757,（一）董事、监事和高级管理人员任职情况,0
1758,（二）对外担保情况,0
1759,二、关注,0
1760,（五）公司组织结构,10
1761,1、项目建设必要性,0
1762,（二）发行人组织架构及独立经营情况,6
1763,（七）未来业务目标及盈利能力的可持续性分析,17
1764,7、大额投资收益不可持续的风险,0
1765,7、人事管理制度,0
1766,（五）发行人未来发展战略,17
1767,3、受托管理人应当在上述变更生效当日或之前与新任受托管理人办理完毕工作移交手续。,0
1768,2）立项通过后，进一步进行尽职调查和研究，形成可行性研究报告；,0
1769,二、本期债券的偿债计划,0
1770,3、发行人的独立性,6
1771,二、最近三年及一期财务会计资料,0
1772,第二节风险因素,2
1773,2、拟修改债券持有人会议规则；,0
1774,（六）发行人与控股股东、实际控制人的独立情况,6
1775,1、2017年,0
1776,（十七）本次债券可能被暂停或者终止提供交易或转让服务的；,0
1777,8、其他控股子公司,0
1778,第二节风险因素,2
1779,二、历史沿革,4
1780,第三节风险因素,2
1781,第二节风险因素,2
1782,（二）董事、监事、高级管理人员简历,13
1783,9、权益工具投资价格波动风险,0
1784,九、公司所处行业状况及竞争情况,15
1785,（三）设立专门的偿付工作小组,0
1786,3、母公司现金流量表,0
1787,4、董事、监事缺位风险,0
1788,三、发行人组织结构和权益投资情况,7
1789,重大事项提示,1
1790,（二）纳入发行人合并范围内子公司和主要参股公司情况,7
1791,（三）发行人主要参股公司及对企业有重要影响的合营企业、联营企业,8
1792,六、董事、监事和高级管理人员情况,12
1793,（一）资产独立,0
1794,三、出资人与实际控制人情况,5
1795,4、项目建设进度和资金来源,0
1796,（四）会计师事务所：信永中和会计师事务所（特殊普通合伙）,0
1797,3、人员独立,0
1798,1、下属子公司管理风险,0
1799,七、信息披露工作安排及投资者关系管理,0
1800,一、本次发行的基本情况及发行条款,0
1801,二、公司历史沿革,4
1802,三、发行人组织架构及权益投资情况,7
1803,重大事项提示,1
1804,（一）受托管理事项,0
1805,6、发行人丧失清偿能力、被法院指定管理人或已开始相关的诉讼程序；,0
1806,二、发行人历史沿革,4
1807,第二节风险因素,2
1808,（一）会计政策变更情况,18
1809,一、发行人主要业务情况,14
1810,十七、发行人内部管理制度的建立及运行情况,11
1811,1、总体目标,0
1812,2、项目批复,0
1813,4、关联交易限制,16
1814,2、拟变更债权代理人；,0
1815,（三）发行人面临的主要竞争状况、经营方针及战略,17
1816,（五）盈利能力分析,0
1817,第九节本次募集资金运用,0
1818,三、公司控股股东及实际控制人情况,5
1819,8、发行人无法按时偿付本期债券本息时，应当对后续偿债措施作出安排，并及时通知债券持有人。,0
1820,（一）发行人经营范围,0
1821,5、项目法人,0
1822,四、管理层讨论与分析,0
1823,重大事项提示,1
1824,4、加速清偿及措施,0
1825,六、发行人主要业务情况,14
1826,2、发行人母公司口径的主要偿债指标,0
1827,八、最近一年末有息债务情况,19
1828,（三）发行人的竞争劣势/挑战,0
1829,（三）受托管理人与发行人的利害关系情况,0
1830,一、发行人概况,0
1831,第十一节董事及其有关中介机构声明,0
1832,4、项目建设进度和资金来源,0
1833,十九、近期国家重点推进的“两票制”、“一致性评价”对公司的影响：,0
1834,（1）珠海市万邦药业有限公司,0
1835,6、2014年发行回购注销限制性股票,0
1836,（二）最近一年的主要财务指标,0
1837,12、交易性金融负债风险,0
1838,十一、发行人关联交易情况,16
1839,1、区位优势明显,0
1840,（一）会计政策变更,18
1841,1、宏观经济环境及证券市场变化的风险,0
1842,二、历史沿革,4
1843,2、项目批复,0
1844,11、发行人发生可能导致不符合债券上市条件的重大变化；,0
1845,（六）有息负债增加较快的风险与对策,0
1846,二、《债券持有人会议规则》的主要内容,0
1847,2、以下事件构成本次债券项下的违约事件：,0
1848,2、发展规划目标,17
1849,（七）发行人发展战略及发展规划,17
1850,六、发行人董事、监事和高级管理人员的基本情况,12
1851,四、发行人控股股东及实际控制人的基本情况,5
1852,3、合营联营企业,0
1853,二、债券持有人行使权利的形式,0
1854,（四）销售业务,0
1855,（五）公司合并报表口径下的主要财务指标,0
1856,（一）发行人的历史沿革及最近三年实际控制人变化情况,4
1857,第五条债券发行网点,0
1858,（三）发行人所处行业状况,15
1859,6、公司内部控制制度的建立和运行情况,11
1860,一、本期债券担保情况,0
1861,（一）未来业务目标,17
1862,（一）本期债券发行前有息债务情况,19
1863,第八节债券持有人会议,0
1864,3、高级管理人员简历及任职情况,13
1865,重大事项提示,1
1866,九、发行人治理结构与内控制度,11
1867,六、本次发行后发行人资产负债结构的变化,0
1868,（三）最近三年及一期净资产收益率和每股收益,0
1869,（二）债券持有人会议的权限范围,0
1870,（十四）票面利率及确定方式,0
1871,2、项目批复,0
1872,四、发行人董事、职工监事、高级管理人员基本情况,12
1873,四、发行人对其他企业的重要权益投资情况,7
1874,九、发行人独立经营情况,6
1875,三、发行人主营业务模式、状况及发展规划,17
1876,（三）发行人控股股东和实际控制人股权受限情况,5
1877,1、四川省铁路产业投资集团有限责任公司,0
1878,（三）锁定发行人中长期融资成本,0
1879,六、发行人合规运行情况及其董事、监事、高级管理人员任职资格情况,0
1880,4）固定资产,0
1881,（一）发行人的设立及最近三年实际控制人变化情况,0
1882,一、本次发行公司债券募集资金数额,0
1883,十、发行人治理结构及相关机构最近三年运行情况,9
1884,（四）资产负债表日后事项,0
1885,（二）发行人实际控制人情况,5
1886,重大事项提示,1
1887,2、上级控股股东情况,0
1888,第二节风险因素,2
1889,2、完善法人治理结构和关联交易制度,0
1890,（六）发行人将在三家银行开设募集资金专户，易产生权责划分不清，不利于募集资金监管的情形。,0
1891,1、利息费用增长风险,0
1892,三、发行人所在行业情况,15
1893,（一）董事、监事、高级管理人员的基本情况,12
1894,（三）发行人的独立性,6
1895,（二）或有事项,0
1896,十四、发行人关联交易情况,16
1897,重大事项提示,1
1898,第二节风险因素,2
1899,1、产业链优势,0
1900,7、环保政策风险,0
1901,三、发行人重要权益投资情况,7
1902,十一、发展战略目标,17
1903,2、流动资产周转率=营业收入/平均流动资产合计,0
1904,声明,0
1905,五、偿债保障措施,3
1906,十六、发行人内部管理制度的建立及运行情况,11
1907,第三节风险因素,2
1908,（一）本期债券偿债计划概况,0
1909,二、债券名称：2020年邵东新区开发建设投资有限责任公司公司债券（简称“20邵东新区债”）。,0
1910,（二）对供应商和客户的依赖程度,0
1911,（二）关联交易决策及定价,16
1912,2、项目批复,0
1913,5、资产周转能力分析,0
1914,（三）发行规模：本期债券发行规模不超过人民币40亿元（含40亿元）。,0
